Timestamp,Roll(rads),Pitch(rads),Yaw(rads)
04-May-2019 21:02:21.414, 0.8075, 1.4355, 0.0219
04-May-2019 21:02:21.511, 0.9229, 1.4294,-0.0476
04-May-2019 21:02:21.607, 0.9878, 1.4418,-0.0404
04-May-2019 21:02:21.705, 0.9912, 1.4581, 0.0161
04-May-2019 21:02:21.803, 1.1092, 1.4713,-0.0066
04-May-2019 21:02:21.900, 1.3569, 1.4611,-0.1553
04-May-2019 21:02:21.997, 1.5566, 1.4464,-0.2636
04-May-2019 21:02:22.095, 1.6856, 1.4474,-0.3060
04-May-2019 21:02:22.191, 1.7381, 1.4353,-0.3031
04-May-2019 21:02:22.289, 1.7945, 1.4361,-0.3192
04-May-2019 21:02:22.387, 1.7475, 1.4426,-0.2745
04-May-2019 21:02:22.483, 1.6859, 1.4405,-0.2526
04-May-2019 21:02:22.582, 1.6109, 1.4457,-0.2577
04-May-2019 21:02:22.679, 1.4839, 1.4610,-0.2182
04-May-2019 21:02:22.775, 1.4003, 1.4736,-0.2187
04-May-2019 21:02:22.874, 1.4317, 1.4697,-0.3206
04-May-2019 21:02:22.971, 1.4126, 1.4441,-0.4055
04-May-2019 21:02:23.068, 1.4167, 1.4365,-0.5458
04-May-2019 21:02:23.166, 1.3912, 1.4436,-0.6445
04-May-2019 21:02:23.264, 1.3208, 1.4626,-0.7283
04-May-2019 21:02:23.360, 1.3972, 1.4737,-0.9465
04-May-2019 21:02:23.458, 1.4379, 1.4870,-1.1084
04-May-2019 21:02:23.555, 1.5809, 1.5063,-1.3755
04-May-2019 21:02:23.653, 1.7797, 1.5140,-1.7004
04-May-2019 21:02:23.750, 2.0280, 1.5135,-2.0521
04-May-2019 21:02:23.848, 2.2022, 1.5096,-2.3031
04-May-2019 21:02:23.945, 2.3522, 1.5057,-2.5319
04-May-2019 21:02:24.043, 2.5568, 1.5177,-2.8219
04-May-2019 21:02:24.140, 2.6973, 1.5385,-2.9651
04-May-2019 21:02:24.236, 2.8561, 1.5541,-3.1227
04-May-2019 21:02:24.335, 3.1311, 1.5598, 2.8791
04-May-2019 21:02:24.432, 3.0100, 1.5583, 2.9972
04-May-2019 21:02:24.529,-3.1189, 1.5582, 2.8475
04-May-2019 21:02:24.626,-3.1034, 1.5586, 2.8323
04-May-2019 21:02:24.724, 3.1268, 1.5585, 2.8870
04-May-2019 21:02:24.821, 3.0865, 1.5558, 2.9312
04-May-2019 21:02:24.920, 3.0833, 1.5568, 2.9341
04-May-2019 21:02:25.015, 3.0913, 1.5622, 2.9226
04-May-2019 21:02:25.114, 2.4168, 1.5692,-2.6854
04-May-2019 21:02:25.211, 0.3000, 1.5570,-0.5623
04-May-2019 21:02:25.309,-0.0017, 1.5294,-0.2686
04-May-2019 21:02:25.406, 0.0456, 1.4752,-0.3008
04-May-2019 21:02:25.503, 0.0355, 1.4452,-0.2929
04-May-2019 21:02:25.600, 0.0518, 1.4406,-0.3059
04-May-2019 21:02:25.698, 0.0930, 1.4396,-0.3446
04-May-2019 21:02:25.795, 0.1759, 1.4426,-0.4279
04-May-2019 21:02:25.892, 0.2335, 1.4421,-0.4865
04-May-2019 21:02:25.989, 0.3924, 1.4424,-0.6456
04-May-2019 21:02:26.087, 0.6636, 1.4326,-0.9204
04-May-2019 21:02:26.185, 0.9701, 1.4041,-1.2221
04-May-2019 21:02:26.282, 1.1474, 1.3582,-1.3984
04-May-2019 21:02:26.379, 1.2679, 1.3018,-1.5210
04-May-2019 21:02:26.476, 1.3428, 1.2494,-1.6067
04-May-2019 21:02:26.574, 1.3937, 1.1871,-1.6714
04-May-2019 21:02:26.671, 1.4395, 1.1190,-1.7301
04-May-2019 21:02:26.769, 1.4564, 1.0413,-1.7606
04-May-2019 21:02:26.866, 1.4651, 0.9640,-1.7869
04-May-2019 21:02:26.963, 1.4901, 0.8847,-1.8237
04-May-2019 21:02:27.060, 1.5153, 0.8063,-1.8447
04-May-2019 21:02:27.158, 1.5344, 0.7239,-1.8515
04-May-2019 21:02:27.256, 1.5455, 0.6399,-1.8552
04-May-2019 21:02:27.353, 1.5546, 0.5725,-1.8493
04-May-2019 21:02:27.449, 1.5770, 0.5006,-1.8510
04-May-2019 21:02:27.546, 1.5858, 0.4193,-1.8475
04-May-2019 21:02:27.645, 1.5983, 0.3394,-1.8362
04-May-2019 21:02:27.742, 1.5952, 0.2701,-1.8215
04-May-2019 21:02:27.840, 1.5902, 0.2140,-1.8143
04-May-2019 21:02:27.937, 1.5794, 0.1664,-1.8117
04-May-2019 21:02:28.035, 1.5645, 0.1231,-1.8065
04-May-2019 21:02:28.132, 1.5701, 0.0971,-1.8001
04-May-2019 21:02:28.228, 1.5652, 0.0876,-1.7923
04-May-2019 21:02:28.325, 1.5767, 0.1065,-1.7935
04-May-2019 21:02:28.424, 1.5748, 0.1514,-1.8014
04-May-2019 21:02:28.521, 1.5892, 0.2074,-1.8151
04-May-2019 21:02:28.619, 1.6011, 0.2790,-1.8270
04-May-2019 21:02:28.716, 1.6104, 0.3634,-1.8423
04-May-2019 21:02:28.813, 1.6087, 0.4688,-1.8515
04-May-2019 21:02:28.911, 1.6155, 0.5809,-1.8629
04-May-2019 21:02:29.008, 1.6211, 0.6729,-1.8606
04-May-2019 21:02:29.105, 1.6098, 0.7688,-1.8388
04-May-2019 21:02:29.202, 1.6020, 0.8707,-1.8278
04-May-2019 21:02:29.300, 1.5913, 0.9595,-1.8267
04-May-2019 21:02:29.397, 1.5932, 1.0364,-1.8321
04-May-2019 21:02:29.496, 1.5946, 1.1104,-1.8404
04-May-2019 21:02:29.593, 1.5845, 1.1805,-1.8449
04-May-2019 21:02:29.690, 1.5730, 1.2518,-1.8430
04-May-2019 21:02:29.787, 1.5738, 1.3058,-1.8445
04-May-2019 21:02:29.884, 1.5953, 1.3536,-1.8626
04-May-2019 21:02:29.981, 1.5919, 1.3956,-1.8440
04-May-2019 21:02:30.079, 1.5481, 1.4352,-1.7804
04-May-2019 21:02:30.176, 1.5351, 1.4645,-1.7485
04-May-2019 21:02:30.274, 1.5092, 1.4797,-1.6891
04-May-2019 21:02:30.371, 1.4206, 1.4968,-1.5780
04-May-2019 21:02:30.469, 1.3586, 1.5033,-1.5118
04-May-2019 21:02:30.566, 1.1814, 1.5053,-1.3418
04-May-2019 21:02:30.663, 0.9958, 1.5037,-1.1632
04-May-2019 21:02:30.760, 0.9537, 1.4938,-1.1249
04-May-2019 21:02:30.858, 0.7236, 1.4903,-0.8905
04-May-2019 21:02:30.955, 0.6215, 1.4889,-0.7856
04-May-2019 21:02:31.057, 0.5294, 1.4921,-0.6925
04-May-2019 21:02:31.149, 0.3989, 1.4913,-0.5689
