Timestamp,accelX(g),accelY(g),accelZ(g),accelUserX(g),accelUserY(g),accelUserZ(g),Roll(rads),Pitch(rads),Yaw(rads)
04-May-2019 21:34:12.554, 0.0140,-0.3685,-0.9265, 0.0095,-0.0041,-0.0075, 0.0166, 0.3906, 1.7073
04-May-2019 21:34:12.573, 0.0124,-0.3520,-0.9241,-0.0044, 0.0033, 0.0037, 0.0165, 0.3680, 1.7085
04-May-2019 21:34:12.592, 0.0129,-0.3340,-0.9181, 0.0023,-0.0077, 0.0256, 0.0164, 0.3450, 1.7097
04-May-2019 21:34:12.612, 0.0097,-0.3133,-0.9484,-0.0086,-0.0072, 0.0201, 0.0164, 0.3207, 1.7106
04-May-2019 21:34:12.632, 0.0130,-0.2926,-0.9616,-0.0018,-0.0137,-0.0022, 0.0164, 0.2956, 1.7111
04-May-2019 21:34:12.651, 0.0163,-0.2672,-0.9548,-0.0013,-0.0146, 0.0064, 0.0162, 0.2704, 1.7115
04-May-2019 21:34:12.670, 0.0278,-0.2389,-0.9372, 0.0103,-0.0117, 0.0234, 0.0161, 0.2446, 1.7123
04-May-2019 21:34:12.690,-0.0005,-0.2015,-0.9995,-0.0046,-0.0068, 0.0175, 0.0159, 0.2174, 1.7140
04-May-2019 21:34:12.709, 0.0073,-0.1708,-1.0547,-0.0241, 0.0084,-0.0544, 0.0157, 0.1915, 1.7148
04-May-2019 21:34:12.729, 0.0168,-0.1601,-1.0648, 0.0020, 0.0088,-0.0792, 0.0150, 0.1697, 1.7152
04-May-2019 21:34:12.749, 0.0328,-0.1150,-1.0086, 0.0217, 0.0354,-0.0200, 0.0112, 0.1509, 1.7165
04-May-2019 21:34:12.767, 0.0103,-0.0940,-0.9666, 0.0219, 0.0656, 0.0139, 0.0070, 0.1367, 1.7185
04-May-2019 21:34:12.787, 0.0058,-0.0853,-0.9838, 0.0218, 0.0312, 0.0159, 0.0014, 0.1169, 1.7217
04-May-2019 21:34:12.806, 0.0010,-0.0884,-1.0129, 0.0093, 0.0316, 0.0089,-0.0040, 0.0964, 1.7250
04-May-2019 21:34:12.826,-0.0256,-0.0824,-1.0016,-0.0069, 0.0091,-0.0119,-0.0104, 0.0754, 1.7282
04-May-2019 21:34:12.845,-0.0590,-0.0378,-1.1088,-0.0134,-0.0600,-0.0201,-0.0170, 0.0545, 1.7303
04-May-2019 21:34:12.867, 0.0063,-0.0930,-1.1022,-0.0578,-0.0529,-0.2454,-0.0173, 0.0449, 1.7303
04-May-2019 21:34:12.885,-0.0413,-0.0468,-1.0073, 0.0022, 0.0075, 0.0334,-0.0159, 0.0430, 1.7303
04-May-2019 21:34:12.906, 0.0023,-0.0504,-1.0227, 0.0022,-0.0209,-0.0320,-0.0146, 0.0410, 1.7296
04-May-2019 21:34:12.923,-0.0054,-0.0446,-0.9986, 0.0025, 0.0021,-0.0071,-0.0140, 0.0402, 1.7293
04-May-2019 21:34:12.942,-0.0135,-0.0383,-1.0043, 0.0087,-0.0069, 0.0009,-0.0137, 0.0388, 1.7289
04-May-2019 21:34:12.962,-0.0083,-0.0409,-1.0050, 0.0024,-0.0009,-0.0094,-0.0139, 0.0371, 1.7285
04-May-2019 21:34:12.982,-0.0089,-0.0397,-0.9977,-0.0034, 0.0011,-0.0029,-0.0142, 0.0355, 1.7280
04-May-2019 21:34:13.002,-0.0099,-0.0359,-1.0042, 0.0088,-0.0065,-0.0001,-0.0143, 0.0341, 1.7274
04-May-2019 21:34:13.021,-0.0002,-0.0387,-0.9928, 0.0120,-0.0063,-0.0063,-0.0140, 0.0333, 1.7270
04-May-2019 21:34:13.040, 0.0011,-0.0366,-1.0026, 0.0148,-0.0031,-0.0002,-0.0134, 0.0329, 1.7272
04-May-2019 21:34:13.059,-0.0027,-0.0312,-1.0071, 0.0098, 0.0000,-0.0045,-0.0128, 0.0327, 1.7276
04-May-2019 21:34:13.079, 0.0010,-0.0353,-1.0061, 0.0112, 0.0013,-0.0043,-0.0121, 0.0331, 1.7280
04-May-2019 21:34:13.099, 0.0003,-0.0337,-1.0091, 0.0113, 0.0005,-0.0097,-0.0111, 0.0342, 1.7283
04-May-2019 21:34:13.118,-0.0035,-0.0345,-1.0039, 0.0114,-0.0017,-0.0064,-0.0101, 0.0356, 1.7285
04-May-2019 21:34:13.137,-0.0101,-0.0324,-0.9944, 0.0035, 0.0035, 0.0036,-0.0085, 0.0378, 1.7285
04-May-2019 21:34:13.157,-0.0017,-0.0407,-0.9989,-0.0001, 0.0025, 0.0039,-0.0070, 0.0398, 1.7280
04-May-2019 21:34:13.176, 0.0026,-0.0485,-1.0081, 0.0037,-0.0015,-0.0053,-0.0053, 0.0419, 1.7277
04-May-2019 21:34:13.196,-0.0102,-0.0456,-1.0224, 0.0049,-0.0095,-0.0231,-0.0031, 0.0448, 1.7278
04-May-2019 21:34:13.215,-0.0075,-0.0528,-1.0007,-0.0123, 0.0036,-0.0024, 0.0007, 0.0498, 1.7280
04-May-2019 21:34:13.235, 0.0090,-0.0688,-1.0235,-0.0021,-0.0064,-0.0267, 0.0059, 0.0567, 1.7281
04-May-2019 21:34:13.254, 0.0102,-0.0717,-1.0413,-0.0033,-0.0049,-0.0118, 0.0113, 0.0642, 1.7287
04-May-2019 21:34:13.274, 0.0324,-0.0866,-1.0238, 0.0031,-0.0103,-0.0112, 0.0138, 0.0692, 1.7291
04-May-2019 21:34:13.293, 0.0019,-0.0664,-1.0472,-0.0060, 0.0039,-0.0400, 0.0155, 0.0761, 1.7301
04-May-2019 21:34:13.312, 0.0195,-0.0790,-1.0623, 0.0056, 0.0079,-0.0621, 0.0161, 0.0851, 1.7302
04-May-2019 21:34:13.332, 0.0141,-0.0908,-1.0604, 0.0041, 0.0113,-0.0674, 0.0165, 0.0976, 1.7302
04-May-2019 21:34:13.351, 0.0156,-0.1088,-1.0396,-0.0060, 0.0141,-0.0504, 0.0167, 0.1138, 1.7298
04-May-2019 21:34:13.371, 0.0097,-0.1203,-1.0212,-0.0046, 0.0179,-0.0397, 0.0168, 0.1331, 1.7292
04-May-2019 21:34:13.391, 0.0089,-0.1349,-0.9935,-0.0076, 0.0300,-0.0200, 0.0168, 0.1544, 1.7284
04-May-2019 21:34:13.410, 0.0068,-0.1563,-0.9762,-0.0085, 0.0309,-0.0006, 0.0169, 0.1767, 1.7278
04-May-2019 21:34:13.430, 0.0050,-0.1745,-0.9860,-0.0101, 0.0331,-0.0019, 0.0169, 0.1995, 1.7273
04-May-2019 21:34:13.449, 0.0063,-0.2061,-0.9949,-0.0117, 0.0321,-0.0150, 0.0170, 0.2234, 1.7270
04-May-2019 21:34:13.468, 0.0090,-0.2361,-1.0047,-0.0087, 0.0183,-0.0269, 0.0170, 0.2422, 1.7267
04-May-2019 21:34:13.487, 0.0172,-0.2691,-1.0054,-0.0025, 0.0125,-0.0439, 0.0170, 0.2693, 1.7265
04-May-2019 21:34:13.507, 0.0192,-0.2990,-0.9949, 0.0022, 0.0110,-0.0436, 0.0170, 0.2985, 1.7265
04-May-2019 21:34:13.526, 0.0186,-0.3271,-0.9784, 0.0047, 0.0097,-0.0377, 0.0169, 0.3295, 1.7263
04-May-2019 21:34:13.546, 0.0119,-0.3461,-0.9691, 0.0032, 0.0149,-0.0401, 0.0168, 0.3623, 1.7259
04-May-2019 21:34:13.566, 0.0043,-0.3592,-0.9803,-0.0099, 0.0342,-0.0564, 0.0164, 0.3969, 1.7246
04-May-2019 21:34:13.585, 0.0141,-0.4013,-0.9382,-0.0120, 0.0467,-0.0483, 0.0166, 0.4340, 1.7215
04-May-2019 21:34:13.605, 0.0136,-0.4319,-0.9139,-0.0026, 0.0419,-0.0301, 0.0171, 0.4730, 1.7177
04-May-2019 21:34:13.625, 0.0078,-0.4668,-0.8673,-0.0040, 0.0437,-0.0141, 0.0174, 0.5130, 1.7139
04-May-2019 21:34:13.643, 0.0063,-0.4889,-0.8518,-0.0076, 0.0396,-0.0043, 0.0177, 0.5434, 1.7110
04-May-2019 21:34:13.663, 0.0081,-0.5295,-0.8182,-0.0119, 0.0470, 0.0031, 0.0185, 0.5842, 1.7070
04-May-2019 21:34:13.682, 0.0071,-0.5588,-0.7901,-0.0104, 0.0496,-0.0108, 0.0193, 0.6250, 1.7030
04-May-2019 21:34:13.702, 0.0098,-0.6007,-0.7663, 0.0170, 0.0247,-0.0078, 0.0207, 0.6656, 1.6993
04-May-2019 21:34:13.721, 0.0250,-0.6324,-0.7355,-0.0106, 0.0261, 0.0135, 0.0220, 0.7057, 1.6962
04-May-2019 21:34:13.740, 0.0269,-0.6691,-0.7110, 0.0188, 0.0170, 0.0195, 0.0231, 0.7441, 1.6936
04-May-2019 21:34:13.760, 0.0175,-0.6902,-0.7020, 0.0017, 0.0231,-0.0047, 0.0236, 0.7815, 1.6918
04-May-2019 21:34:13.779, 0.0245,-0.7194,-0.6783, 0.0058, 0.0272,-0.0153, 0.0245, 0.8189, 1.6899
04-May-2019 21:34:13.799, 0.0217,-0.7433,-0.6417, 0.0090, 0.0188,-0.0067, 0.0255, 0.8563, 1.6879
04-May-2019 21:34:13.819, 0.0306,-0.7698,-0.5967, 0.0140, 0.0092, 0.0302, 0.0264, 0.8930, 1.6859
04-May-2019 21:34:13.838, 0.0137,-0.7809,-0.5993, 0.0092, 0.0181, 0.0073, 0.0270, 0.9198, 1.6846
04-May-2019 21:34:13.857, 0.0146,-0.8048,-0.5610,-0.0073, 0.0292,-0.0088, 0.0278, 0.9555, 1.6828
04-May-2019 21:34:13.877, 0.0088,-0.8221,-0.5208,-0.0032, 0.0208, 0.0021, 0.0289, 0.9910, 1.6809
04-May-2019 21:34:13.896, 0.0086,-0.8393,-0.4978,-0.0031, 0.0260, 0.0129, 0.0298, 1.0257, 1.6793
04-May-2019 21:34:13.916, 0.0050,-0.8590,-0.4934,-0.0083, 0.0205,-0.0065, 0.0305, 1.0597, 1.6779
04-May-2019 21:34:13.935, 0.0080,-0.8669,-0.4457,-0.0091, 0.0269,-0.0177, 0.0311, 1.0936, 1.6754
04-May-2019 21:34:13.954, 0.0071,-0.8759,-0.4002,-0.0047, 0.0301, 0.0095, 0.0316, 1.1273, 1.6725
04-May-2019 21:34:13.974, 0.0086,-0.8890,-0.3674,-0.0056, 0.0332, 0.0172, 0.0322, 1.1595, 1.6691
04-May-2019 21:34:13.994, 0.0071,-0.9044,-0.3326,-0.0043, 0.0343, 0.0139, 0.0333, 1.1897, 1.6649
04-May-2019 21:34:14.014, 0.0117,-0.9254,-0.2916,-0.0009, 0.0130, 0.0536, 0.0364, 1.2180, 1.6594
04-May-2019 21:34:14.033, 0.0168,-0.9442,-0.2659,-0.0028, 0.0073, 0.0513, 0.0402, 1.2378, 1.6543
04-May-2019 21:34:14.052, 0.0202,-0.9533,-0.2397, 0.0049, 0.0017, 0.0518, 0.0463, 1.2617, 1.6467
04-May-2019 21:34:14.071, 0.0337,-0.9681,-0.2053, 0.0166,-0.0046, 0.0606, 0.0526, 1.2828, 1.6391
04-May-2019 21:34:14.091, 0.0268,-0.9711,-0.2070, 0.0145,-0.0038, 0.0659, 0.0568, 1.3008, 1.6336
04-May-2019 21:34:14.110, 0.0175,-0.9768,-0.2447, 0.0074,-0.0049, 0.0310, 0.0589, 1.3160, 1.6307
04-May-2019 21:34:14.130, 0.0149,-0.9776,-0.2224, 0.0031,-0.0067,-0.0042, 0.0592, 1.3307, 1.6293
04-May-2019 21:34:14.149, 0.0121,-0.9843,-0.2283, 0.0070,-0.0099, 0.0075, 0.0581, 1.3456, 1.6295
04-May-2019 21:34:14.169, 0.0098,-0.9805,-0.2277,-0.0020,-0.0054,-0.0217, 0.0552, 1.3611, 1.6315
04-May-2019 21:34:14.188,-0.0066,-0.9699,-0.3205,-0.0165, 0.0116,-0.1291, 0.0516, 1.3780, 1.6333
04-May-2019 21:34:14.208, 0.0069,-0.9724,-0.1993,-0.0024, 0.0108, 0.0541, 0.0492, 1.3916, 1.6333
04-May-2019 21:34:14.227,-0.0012,-0.9711,-0.1750,-0.0115, 0.0123,-0.0294, 0.0487, 1.4110, 1.6322
04-May-2019 21:34:14.246, 0.0069,-0.9796,-0.1370,-0.0057, 0.0155,-0.0193, 0.0529, 1.4314, 1.6262
04-May-2019 21:34:14.266, 0.0125,-0.9882,-0.1108, 0.0022, 0.0072,-0.0073, 0.0633, 1.4523, 1.6135
04-May-2019 21:34:14.286, 0.0100,-0.9863,-0.0800, 0.0032, 0.0114, 0.0032, 0.0795, 1.4728, 1.5936
04-May-2019 21:34:14.305, 0.0217,-1.0006,-0.0352, 0.0049, 0.0083, 0.0153, 0.1065, 1.4923, 1.5618
04-May-2019 21:34:14.325, 0.0205,-0.9978,-0.0201, 0.0170,-0.0018, 0.0513, 0.1460, 1.5104, 1.5193
04-May-2019 21:34:14.344, 0.0204,-1.0014,-0.0190, 0.0155,-0.0013, 0.0263, 0.1993, 1.5266, 1.4645
04-May-2019 21:34:14.364, 0.0124,-1.0006, 0.0025, 0.0042,-0.0011, 0.0306, 0.2840, 1.5416, 1.3781
04-May-2019 21:34:14.383, 0.0157,-1.0056, 0.0251, 0.0051,-0.0016, 0.0217, 0.4113, 1.5519, 1.2497
04-May-2019 21:34:14.402, 0.0137,-1.0084, 0.0416, 0.0065,-0.0133, 0.0308, 0.9280, 1.5629, 0.7316
04-May-2019 21:34:14.422, 0.0070,-0.9810, 0.0594, 0.0051, 0.0076, 0.0517, 2.4573, 1.5638,-0.7993
04-May-2019 21:34:14.441,-0.0021,-1.0165, 0.0527,-0.0028, 0.0064, 0.0500, 2.9647, 1.5575,-1.3078
04-May-2019 21:34:14.460,-0.0109,-0.9817, 0.0521,-0.0051,-0.0005, 0.0351, 3.1099, 1.5520,-1.4534
04-May-2019 21:34:14.480,-0.0185,-1.0010, 0.0451,-0.0208, 0.0120, 0.0283,-3.1253, 1.5474,-1.5011
04-May-2019 21:34:14.500,-0.0174,-0.9812, 0.0466,-0.0127, 0.0043, 0.0156,-3.1266, 1.5436,-1.4993
04-May-2019 21:34:14.519,-0.0072,-1.0000, 0.0562,-0.0172, 0.0145, 0.0159, 3.1280, 1.5407,-1.4703
04-May-2019 21:34:14.539, 0.0072,-0.9948, 0.0600, 0.0009,-0.0080, 0.0319, 3.0897, 1.5392,-1.4316
04-May-2019 21:34:14.558, 0.0087,-1.0385, 0.0699, 0.0063, 0.0497, 0.0292, 3.0616, 1.5392,-1.4032
04-May-2019 21:34:14.577, 0.0153,-1.0270, 0.0471, 0.0118,-0.0662, 0.0274, 3.0185, 1.5405,-1.3594
04-May-2019 21:34:14.597, 0.0101,-0.9386, 0.0396, 0.0081, 0.0419, 0.0119, 2.9781, 1.5424,-1.3183
04-May-2019 21:34:14.616, 0.0241,-1.0743, 0.0260, 0.0049,-0.0442, 0.0145, 2.9161, 1.5437,-1.2552
04-May-2019 21:34:14.636, 0.0168,-0.9779, 0.0394, 0.0156, 0.0179, 0.0040, 2.8519, 1.5452,-1.1901
04-May-2019 21:34:14.655, 0.0176,-1.0039, 0.0277, 0.0135,-0.0224, 0.0232, 2.7872, 1.5475,-1.1246
04-May-2019 21:34:14.674, 0.0118,-0.9839, 0.0255, 0.0031, 0.0072, 0.0052, 2.7217, 1.5504,-1.0584
04-May-2019 21:34:14.694, 0.0101,-1.0368, 0.0200, 0.0020, 0.0043, 0.0114, 2.6408, 1.5534,-0.9770
04-May-2019 21:34:14.714, 0.0065,-0.9668,-0.0023, 0.0005,-0.0258,-0.0048, 2.5316, 1.5567,-0.8670
04-May-2019 21:34:14.733, 0.0028,-1.0189,-0.0231,-0.0052,-0.0189,-0.0321, 2.4151, 1.5587,-0.7492
